class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,,accX,accY,accZ
Straight,0.4954082072,0.4398798943,-0.8894303441,0.9998577237,0.5189315081,0.3697922528,-0.8687456846,0.999548316,0.5369910002,0.370452255,-0.8683578372,0.9996908307,0.5523079634,0.3713895977,-0.8689807653,0.9995697141,0.4728256762,0.3711843789,-0.8574950099,0.9995315671,0.4588708282,0.3718207777,-0.858078301,0.9996816516,0.4437494874,0.3720300794,-0.8587964773,0.9995459318,0.5785370469,0.4078418016,-0.5409125686,0.9996547103,0.4261493683,0.4066696465,-0.544537127,0.9995753765,0.5258681774,0.5262771845,-0.7752478719,0.9997001886,0.4661096931,0.5259087682,-0.7629525065,0.9996427894,0.6886922121,0.7851757407,-0.3376460671,0.9995333552,0.3301802874,0.7785044312,-0.3232248127,0.9994561672,0.7958037853,1.040223718,-0.1973398626,0.3554351032,0.2086631507,1.027745366,-0.176341787,0.3336479366,0.9091919065,1.522828817,-0.2053837031,0.1024345458,0.143150419,1.570972562,-0.3229152262,0.06818651408,0.9539123774,1.625616312,-0.2034721822,0.09578594565,0.09693257511,1.69655478,-0.3821328282,0.07563748956,0.9290046692,1.631145716,-0.2920525968,0.1471865922,0.1307047307,1.718458891,-0.4576587081,0.1153816134,0.9063273668,1.604769349,-0.2401273996,0.1573641598,,0.5258323835,0.88796556,-0.5378104394
Straight,0.4954100549,0.439435035,-0.8835209608,0.9998626709,0.5189614296,0.3695025146,-0.8555731773,0.9995684028,0.5370002389,0.3701840341,-0.8552415967,0.9997004867,0.5522764325,0.3711008728,-0.8557764292,0.9995875359,0.472815603,0.3710398078,-0.8466499448,0.9995526075,0.4588745534,0.3717438877,-0.8472062349,0.9996930361,0.4437504411,0.3719879687,-0.8479210138,0.9995672703,0.5784763694,0.4077741504,-0.5409523249,0.9996676445,0.4262107909,0.4066767097,-0.5357840061,0.999589026,0.5258603096,0.5255795717,-0.7662490606,0.9997097254,0.466114819,0.5256983638,-0.7549999952,0.9996542931,0.688334465,0.7852990627,-0.347076714,0.9995290041,0.3314658403,0.7778007388,-0.3186774254,0.999458909,0.7960342765,1.039871931,-0.2315700948,0.3714343011,0.2088105381,1.019995928,-0.1727456152,0.3429959118,0.9028857946,1.529657841,-0.2540724277,0.1045884863,0.1305640489,1.552106023,-0.3547459245,0.07046015561,0.9476796985,1.638857365,-0.2594994605,0.09648744762,0.07994683832,1.67248106,-0.4136586189,0.07750865072,0.9225597382,1.645728707,-0.3424119055,0.1481740028,0.1145880595,1.692455173,-0.4921419621,0.1181328818,0.9000954628,1.617360234,-0.2875766158,0.1587547511,,0.5226689001,0.8864698627,-0.5483659777
Straight,0.4957109392,0.4387919605,-0.8806852102,0.9998684525,0.5195536613,0.3693253696,-0.8481561542,0.9995881319,0.5371620655,0.3701061308,-0.8478316069,0.9997103214,0.5524116755,0.3710565865,-0.8483324051,0.9996046424,0.4733737409,0.3705750406,-0.8418771029,0.9995749593,0.459192425,0.3712988496,-0.8423836827,0.9997060895,0.4443801045,0.3714120984,-0.8431392908,0.9995906353,0.5784668922,0.4077754021,-0.5400921106,0.9996791482,0.426356554,0.4063602388,-0.5270537138,0.9996082783,0.5259180069,0.5245584249,-0.7611280084,0.9997189641,0.4663748145,0.52465415,-0.7533269525,0.9996688366,0.6879834533,0.7846387029,-0.344242394,0.9995222688,0.3319510818,0.777217865,-0.3286952376,0.9994670153,0.7984338999,1.040878415,-0.2306939811,0.3858367801,0.2087320536,1.016514301,-0.2498470843,0.3523716033,0.9209948778,1.522374868,-0.287969172,0.1099982709,0.1188549772,1.548651814,-0.467612803,0.0757727623,0.9686819315,1.621712565,-0.2979353964,0.1009960547,0.06630149484,1.665522814,-0.5363606811,0.08328928798,0.9451881647,1.62294817,-0.3879553974,0.1543003023,0.0987001732,1.678995252,-0.6141427159,0.1262977868,0.9207875133,1.597445011,-0.3266174197,0.1656429321,,0.5247959318,0.8819460923,-0.5730035691
Straight,0.4957185686,0.4371013641,-0.7995736003,0.9998682737,0.5195700526,0.3685126901,-0.761669457,0.9995915294,0.5371789932,0.3695527017,-0.7614161372,0.9997085333,0.5524076819,0.3706237376,-0.761897862,0.9996065497,0.4734243453,0.3689163327,-0.7581120729,0.9995805621,0.4592378736,0.3696844876,-0.7586315274,0.9997073412,0.4444702566,0.3694954216,-0.7593720555,0.9995985627,0.5783284307,0.4075335562,-0.4663723111,0.9996784925,0.4263785779,0.4053497612,-0.4529426098,0.9996100068,0.5259106159,0.5229873061,-0.6858076453,0.9997175336,0.4663639069,0.5224271417,-0.680642128,0.9996694326,0.6879400015,0.7846369147,-0.3020449281,0.9995034933,0.3319204748,0.7786554694,-0.2926789522,0.9994545579,0.7991881371,1.041966438,-0.226821661,0.3921394944,0.2086960822,1.016884923,-0.23691836,0.3531344533,0.9161159396,1.523633361,-0.2606681287,0.109065339,0.1191822141,1.571823239,-0.4101188779,0.07456113398,0.9618495107,1.629947543,-0.2653625011,0.0993072018,0.0676837638,1.69226265,-0.4693689942,0.08165431768,0.9365932345,1.631219625,-0.3541357517,0.1518403143,0.09972928464,1.71130693,-0.5481486917,0.1239233017,0.9133038521,1.603061795,-0.2972962558,0.1634072512,,0.5236905363,0.8862537904,-0.5140909322
Straight,0.4957109094,0.4359422028,-0.7998925447,0.9998666644,0.5195938349,0.3678548932,-0.760653615,0.99959445,0.5371865034,0.3690353334,-0.7603945136,0.9997050762,0.5523966551,0.3701611757,-0.7608283758,0.9996071458,0.4734207094,0.3683716357,-0.7563699484,0.9995851517,0.459239006,0.3692770302,-0.7568694353,0.9997066259,0.4444560111,0.369128108,-0.7575955391,0.9996041656,0.5783170462,0.407440275,-0.4585092068,0.9996767044,0.4263840616,0.4052161276,-0.440499872,0.9996083379,0.5259120464,0.5213340521,-0.6834222078,0.9997124672,0.4663418829,0.5208824873,-0.6774820089,0.9996654391,0.6880133748,0.7848541141,-0.2904214859,0.9994660616,0.3319073319,0.778763175,-0.2802026868,0.9994188547,0.7998405099,1.042146087,-0.2196648866,0.4016283453,0.2089232653,1.015468121,-0.2098112106,0.3495634496,0.9114488363,1.52760303,-0.2608072162,0.1085496023,0.1195378155,1.571760535,-0.3973824084,0.07329516113,0.9570053816,1.634302974,-0.2667766809,0.09801669419,0.06799766421,1.692670703,-0.4583880007,0.08035427332,0.931753993,1.636603951,-0.3508048654,0.1499401778,0.101298973,1.711846471,-0.5335011482,0.122297667,0.9086990356,1.606303453,-0.2960534692,0.1614840627,,0.5229720385,0.8866802698,-0.5080150603
Straight,0.4957154393,0.4345363081,-0.7651849389,0.9998714328,0.5196825266,0.3667730093,-0.7266530395,0.999607563,0.5372036695,0.3683397472,-0.7263880968,0.9997141361,0.5524146557,0.3697521091,-0.7268675566,0.9996195436,0.473495543,0.3661265969,-0.7269244194,0.9996002913,0.4592700899,0.366917938,-0.7274316549,0.9997175932,0.4445021152,0.3664391339,-0.7281447053,0.9996201396,0.5783005953,0.4073919952,-0.4311310351,0.9996876717,0.4263850152,0.4035204053,-0.4317836165,0.9996242523,0.5258861184,0.5203675032,-0.6515672803,0.9997211695,0.4662767351,0.5192174911,-0.6512528062,0.9996772408,0.6880447268,0.7849729657,-0.2556532919,0.9994702339,0.3306080997,0.7798246741,-0.2790763974,0.999427259,0.8000033498,1.043201923,-0.1362483948,0.40034917,0.2102051079,1.017433047,-0.1968386471,0.3431020081,0.9105045199,1.529487491,-0.1382060349,0.1083681881,0.1239314303,1.580666304,-0.3711828589,0.0722078979,0.9692124128,1.628361821,-0.1334183961,0.09803849459,0.07177767158,1.701585174,-0.4294604659,0.07974474877,0.9436224699,1.634793639,-0.2173699886,0.1502343863,0.1068942323,1.724239111,-0.5083450675,0.1215714216,0.9194495082,1.606969714,-0.1730229408,0.1620041877,,0.5251539106,0.8873144591,-0.460552347
Straight,0.4957183301,0.4343506396,-0.7334452271,0.9998731613,0.5197290182,0.3665884137,-0.6950713396,0.9996163249,0.5372191072,0.3681660891,-0.6948076487,0.9997184873,0.552462697,0.3695779145,-0.6952763796,0.9996284246,0.4735034406,0.3659774363,-0.6917861104,0.9996089339,0.4592762887,0.3668017983,-0.6922399998,0.9997222424,0.4445048869,0.3663199842,-0.6929207444,0.9996289015,0.5783023834,0.4073028862,-0.4077245593,0.9996947646,0.4263573289,0.4034029245,-0.3942966163,0.9996289611,0.5259003639,0.5203187466,-0.6231774092,0.9997250438,0.4662767053,0.519174993,-0.6187614799,0.9996806383,0.6883779764,0.7867084146,-0.2550154626,0.9994673729,0.3306026459,0.7801681757,-0.2445325851,0.9994104505,0.8016163707,1.043989658,-0.1457441151,0.410264641,0.2107451856,1.016834617,-0.1771798581,0.3376159072,0.8968349695,1.551630616,-0.1594583988,0.1082297936,0.1244349629,1.580683708,-0.3587936759,0.06963011622,0.9586328268,1.659496546,-0.157591477,0.09717252851,0.0720269233,1.702189445,-0.4158064723,0.07725127041,0.928437829,1.669035792,-0.2411080301,0.1487383991,0.1079407781,1.724960446,-0.4994397759,0.1180483326,0.906443119,1.63700664,-0.1941286027,0.1607545465,,0.5229701881,0.8927584494,-0.4449229985
Straight,0.4957663119,0.4343686104,-0.7555168271,0.9998699427,0.519970417,0.3665526807,-0.7196780443,0.9996128678,0.5373033881,0.36811921,-0.719371438,0.999710381,0.5525951982,0.3695241213,-0.7198936343,0.9996212125,0.4735263288,0.3659789562,-0.71614182,0.9996079206,0.459281534,0.3668157458,-0.7166153193,0.9997182488,0.4445080757,0.366360724,-0.7173012495,0.9996293187,0.5782966614,0.4072947204,-0.4285824895,0.9996880889,0.4263595939,0.4034145772,-0.4133645892,0.9996267557,0.5259860158,0.5203513503,-0.6429698467,0.9997178912,0.4662945271,0.5193552971,-0.6378268003,0.9996768832,0.6885176897,0.7880505919,-0.2567080259,0.9994294643,0.3305926621,0.7804325819,-0.2514235377,0.9993860722,0.801758647,1.045143723,-0.1989528239,0.4151934087,0.2071649134,1.016944408,-0.2110755444,0.3383870423,0.8968067169,1.571158171,-0.2503076196,0.1071870849,0.1229583025,1.580382943,-0.4026082456,0.06962388754,0.9532635808,1.683183432,-0.2580690682,0.09568027407,0.07183076441,1.70208025,-0.4633262753,0.07716170698,0.9229425192,1.689731479,-0.3354347646,0.1462831348,0.107530728,1.722875357,-0.5358878374,0.1179282591,0.9014519453,1.655852199,-0.2834441662,0.1587469876,,0.5220321146,0.8965441422,-0.4833863621
Straight,0.4960096478,0.4344762564,-0.7721126676,0.9998646975,0.5203716755,0.3665955067,-0.7344042659,0.999610424,0.5374463797,0.3681373894,-0.7341529131,0.9997006655,0.5528155565,0.3695305586,-0.7347639799,0.9996185303,0.4737327695,0.3660351336,-0.7315669656,0.9996049404,0.4593673348,0.3668629527,-0.7320010066,0.9997090101,0.4447416365,0.3663878143,-0.7327182293,0.999627769,0.5782893896,0.4072670043,-0.4399950504,0.9996799231,0.4263619781,0.4033839703,-0.4279433191,0.9996103644,0.5263932943,0.5203751922,-0.6572033167,0.9997122884,0.4664909244,0.5194240808,-0.6533264518,0.9996703267,0.688544929,0.7881876826,-0.2878626883,0.9993966818,0.3295316994,0.7821875811,-0.2540841699,0.9993394613,0.8016816974,1.050598025,-0.2266920805,0.4200061858,0.2065397799,1.020562053,-0.2017358243,0.3353491724,0.8859025836,1.589653015,-0.2790861428,0.1057424843,0.121841982,1.585908294,-0.3793901503,0.06773520261,0.9409354925,1.708497405,-0.2878190875,0.09404916316,0.0706423372,1.706958652,-0.4390142858,0.07523819059,0.8885854483,1.730328918,-0.3671187162,0.1439082623,0.1060028672,1.728151798,-0.5113055706,0.1152964011,0.8881093264,1.684958577,-0.312250495,0.1561587006,,0.5186517604,0.9029303572,-0.4952976081
Straight,0.496026814,0.4342904389,-0.8071746826,0.9998661876,0.5203890204,0.366381824,-0.771617353,0.9996132851,0.5374627709,0.3679511547,-0.7713622451,0.9997032881,0.5528277755,0.3693698347,-0.7718753815,0.9996203184,0.4737611413,0.3658111095,-0.7696269751,0.9996081591,0.459382236,0.366726011,-0.7700864673,0.9997122884,0.4448041022,0.3663070798,-0.7708725333,0.9996317029,0.5782716274,0.4072200358,-0.4813730717,0.9996829629,0.4264111519,0.4033613503,-0.4722528458,0.9996156096,0.5264684558,0.5202354193,-0.693531096,0.9997127056,0.4665355086,0.5194203258,-0.6904281378,0.999671936,0.6885858774,0.7884561419,-0.3205936551,0.9993935227,0.3305296004,0.7822265625,-0.2997162342,0.999344945,0.8011062741,1.050567508,-0.2363878489,0.4243654311,0.2061451674,1.020683885,-0.2117772549,0.3410795033,0.8830692172,1.587357759,-0.2682316899,0.1060007811,0.118235372,1.583637357,-0.3699336052,0.06890521199,0.9384277463,1.70619452,-0.2726509869,0.09406715631,0.06645341218,1.702715158,-0.4285153449,0.07628115267,0.8896622658,1.727523804,-0.3535129428,0.1437431723,0.1007129326,1.722575545,-0.5004792213,0.1166420653,0.8869180679,1.682412863,-0.3016917109,0.1565047055,,0.5178266608,0.9018829858,-0.5151677856
